"Folkmängden per region efter region, ålder, kön och år"

"region","ålder","kön","2022"
"Timrå (Timrå-Söråker omland)","totalt","totalt",1879
"Härnösand (Bondsjöhöjden-Härnön östra-Häggdånger)","totalt","totalt",3022
"Härnösand (Hemsön-Älandsbro-Ramsås)","totalt","totalt",2164
"Härnösand (Härnösand centrum )","totalt","totalt",3327
"Härnösand (Härnösand södra)","totalt","totalt",1167
"Härnösand (Murberget-Gådeåstaden)","totalt","totalt",3151
"Härnösand (Norra Brännan-Eriksdal-Gånsvik)","totalt","totalt",3311
"Härnösand (Rotudden-Hälletorp-Bondsjöstaden)","totalt","totalt",3006
"Härnösand (Stigsjö-Viksjö)","totalt","totalt",1291
"Härnösand (Södra Brännan-Stenhammar-Nickebo)","totalt","totalt",3069
"Härnösand (Utansjö-Ramvik)","totalt","totalt",1371
"Sundsvall (Allsta-Klingsta)","totalt","totalt",1294
"Sundsvall (Alnö)","totalt","totalt",8819
"Sundsvall (Bergsåker västra)","totalt","totalt",1114
"Sundsvall (Bergsåker östra)","totalt","totalt",2076
"Sundsvall (Bosvedjan)","totalt","totalt",2642
"Sundsvall (Bredsand)","totalt","totalt",2458
"Sundsvall (Bydalen)","totalt","totalt",2455
"Sundsvall (Essvik-Svartvik)","totalt","totalt",2038
"Sundsvall (Granlo)","totalt","totalt",2936
"Sundsvall (Granloholm)","totalt","totalt",4965
"Sundsvall (Haga)","totalt","totalt",5536
"Sundsvall (Indal-Liden)","totalt","totalt",2857
"Sundsvall (Juniskär-Skottsund)","totalt","totalt",1742
"Sundsvall (Korsta-Tunadal)","totalt","totalt",1579
"Sundsvall (Kovland)","totalt","totalt",1672
"Sundsvall (Kvissleby)","totalt","totalt",2740
"Sundsvall (Ljustadalen-Sundsbruk)","totalt","totalt",5187
"Sundsvall (Matfors)","totalt","totalt",6685
"Sundsvall (Nacksta)","totalt","totalt",4508
"Sundsvall (Njurunda Södra)","totalt","totalt",2252
"Sundsvall (Njurundabommen)","totalt","totalt",2913
"Sundsvall (Norrmalm)","totalt","totalt",1381
"Sundsvall (Sallyhill)","totalt","totalt",1160
"Sundsvall (Sidsjö-Böle)","totalt","totalt",2492
"Sundsvall (Skönsberg)","totalt","totalt",3652
"Sundsvall (Skönsmon)","totalt","totalt",4043
"Sundsvall (Stenstan)","totalt","totalt",3146
"Sundsvall (Stöde)","totalt","totalt",2957
"Sundsvall (Sundsvall omland)","totalt","totalt",1413
"Sundsvall (Södermalm-Östermalm)","totalt","totalt",7717
"Sundsvall (Västermalm)","totalt","totalt",2932
"Kramfors (Bollstabruk)","totalt","totalt",898
"Kramfors (Kramfors stad centrum)","totalt","totalt",2003
"Kramfors (Kramfors stad södra)","totalt","totalt",1834
"Kramfors (Kramfors stad västra)","totalt","totalt",1176
"Kramfors (Kramfors stad östra)","totalt","totalt",1803
"Kramfors (Nora-Skog)","totalt","totalt",1550
"Kramfors (Nordingrå)","totalt","totalt",1252
"Kramfors (Nyland-Sandslån)","totalt","totalt",1223
"Kramfors (Ullånger)","totalt","totalt",1143
"Kramfors (Vibyggerå)","totalt","totalt",828
"Kramfors (Väja-Dynäs)","totalt","totalt",947
"Kramfors (Älven västra)","totalt","totalt",1624
"Kramfors (Älven östra)","totalt","totalt",1623
"Sollefteå (Graninge-Helgum)","totalt","totalt",2178
"Sollefteå (Junsele-Ramsele)","totalt","totalt",2492
"Sollefteå (Långsele)","totalt","totalt",1598
"Sollefteå (Näsåker-Resele)","totalt","totalt",2308
"Sollefteå (Skedom-Skärvsta-Prästbordet)","totalt","totalt",3815
"Sollefteå (Sollefteå centrum-Övergård)","totalt","totalt",4672
"Sollefteå (Sollefteå omland)","totalt","totalt",1604
"Örnsköldsvik (Anundsjö-Solberg)","totalt","totalt",1891
"Örnsköldsvik (Bjästa)","totalt","totalt",2232
"Örnsköldsvik (Bredbyn)","totalt","totalt",1207
"Örnsköldsvik (Domsjö-Gene)","totalt","totalt",4112
"Örnsköldsvik (Gideälvdal)","totalt","totalt",2849
"Örnsköldsvik (Gimåt-Högland-Arnäsvall)","totalt","totalt",2966
"Örnsköldsvik (Grundsunda)","totalt","totalt",1329
"Örnsköldsvik (Gullänget-Kroksta)","totalt","totalt",2861
"Örnsköldsvik (Husum)","totalt","totalt",1537
"Örnsköldsvik (Hörnett-Sund)","totalt","totalt",4091
"Örnsköldsvik (Järved-Bonäset-Dekarsön)","totalt","totalt",2980
"Örnsköldsvik (Köpmanholmen)","totalt","totalt",1297
"Örnsköldsvik (Mellansel-Gottne-Moliden)","totalt","totalt",2214
"Örnsköldsvik (Nätradalens omland)","totalt","totalt",3676
"Örnsköldsvik (Sjukhuset-Gullänget)","totalt","totalt",2397
"Örnsköldsvik (Valhalla-Sörliden)","totalt","totalt",5002
"Örnsköldsvik (Västerhus-Själevad-Billsta)","totalt","totalt",2318
"Örnsköldsvik (Örnsköldsviks centrum)","totalt","totalt",3286
"Örnsköldsvik (Örnsköldsviks östra omland)","totalt","totalt",3459
"Örnsköldsvik (Översjäla-Ås)","totalt","totalt",3853
"Ragunda (Hammarstrand)","totalt","totalt",1175
"Ragunda (Ragunda nordöstra)","totalt","totalt",1541
"Ragunda (Ragunda sydöstra)","totalt","totalt",1113
"Ragunda (Ragunda västra)","totalt","totalt",1345
"Bräcke (Bodsjö-Nyhem-Bräcke)","totalt","totalt",958
"Bräcke (Bräcke tätort)","totalt","totalt",1513
"Bräcke (Hällesjö-Håsjö)","totalt","totalt",1213
"Bräcke (Revsund)","totalt","totalt",1250
"Bräcke (Sundsjö)","totalt","totalt",1228
"Krokom (Alsen-Trångsviken-Ytterån)","totalt","totalt",1742
"Krokom (Aspås)","totalt","totalt",1092
"Krokom (Dvärsätt-Hissmofors)","totalt","totalt",1291
"Krokom (Föllinge-Hotagen)","totalt","totalt",1560
"Krokom (Krokom)","totalt","totalt",1860
"Krokom (Nälden-Vaplan)","totalt","totalt",1287
"Krokom (Offerdal)","totalt","totalt",2039
"Krokom (Rödön-Ås omland)","totalt","totalt",1365
"Krokom (Ås norra)","totalt","totalt",1738
"Krokom (Ås södra)","totalt","totalt",1558
"Strömsund (Strömsund södra)","totalt","totalt",2840
"Strömsund (Strömsund tätort)","totalt","totalt",4018
"Strömsund (Strömsund väster)","totalt","totalt",2459
"Strömsund (Strömsund öster)","totalt","totalt",2080
"Åre (Duved)","totalt","totalt",2111
"Åre (Järpen)","totalt","totalt",1712
"Åre (Mattmar-Mörsil)","totalt","totalt",1886
"Åre (Nordvästra bygden)","totalt","totalt",1252
"Åre (Storsjöbygden)","totalt","totalt",1148
"Åre (Södra Årefjällen)","totalt","totalt",1799
"Åre (Åre)","totalt","totalt",2422
"Berg (Hackås)","totalt","totalt",1126
"Berg (Hoverberg)","totalt","totalt",1136
"Berg (Oviken)","totalt","totalt",1805
"Berg (Rätan)","totalt","totalt",1067
"Berg (Svenstavik)","totalt","totalt",1132
"Berg (Åsarna)","totalt","totalt",910
"Härjedalen (Funäsdalen)","totalt","totalt",1119
"Härjedalen (Hede)","totalt","totalt",984
"Härjedalen (Härjedalen västra)","totalt","totalt",1227
"Härjedalen (Härjedalen östra )","totalt","totalt",986
"Härjedalen (Sveg)","totalt","totalt",2894
"Härjedalen (Sveg omland)","totalt","totalt",1271
"Härjedalen (Vemdalen omland)","totalt","totalt",1704
"Östersund (Brittsbo-Lugnviksstrand)","totalt","totalt",1525
"Östersund (Brunflo)","totalt","totalt",4375
"Östersund (Fjällmon)","totalt","totalt",2249
"Östersund (Hornsberg-Östberg)","totalt","totalt",3484
"Östersund (Karlslund-Remonthagen-Blomängen)","totalt","totalt",4671
"Östersund (Körfältet)","totalt","totalt",1532
"Östersund (Lit)","totalt","totalt",1258
"Östersund (Lugnviks centrum)","totalt","totalt",1566
"Östersund (Målsta-Sandviken-Marieby)","totalt","totalt",1667
"Östersund (Norra Frösön-Frösö Berge-Frösödal)","totalt","totalt",2311
"Östersund (Norra Odenslund-Odenskog)","totalt","totalt",3894
"Östersund (Norra Valla-Härke-Västra Frösön)","totalt","totalt",1551
"Östersund (Odensala)","totalt","totalt",5612
"Östersund (Skogsmon)","totalt","totalt",2934
"Östersund (Storsjöstrand-Odensvik-Fagervallen)","totalt","totalt",1994
"Östersund (Södra Odenslund-Söder)","totalt","totalt",2823
"Östersund (Södra Valla-Mjälle-Lövsta)","totalt","totalt",3529
"Östersund (Ängsmon-Torvalla By-Ope)","totalt","totalt",2762
"Östersund (Östersund norr )","totalt","totalt",2849
"Östersund (Östersund norra landsbygd)","totalt","totalt",3554
"Östersund (Östersund staden)","totalt","totalt",4774
"Östersund (Östersund södra landsbygd )","totalt","totalt",3800
"Nordmaling (Levaråkern)","totalt","totalt",726
"Nordmaling (Nordmaling centrum)","totalt","totalt",1972
"Nordmaling (Nordmalings norra omland)","totalt","totalt",1413
"Nordmaling (Nordmalings södra omland)","totalt","totalt",1562
"Nordmaling (Rundvik-Lögdeå)","totalt","totalt",1393
"Bjurholm (Bjurholms centralort)","totalt","totalt",1006
"Bjurholm (Bjurholms landsbygd)","totalt","totalt",1366
"Vindeln (Umeälvsdalen)","totalt","totalt",1297
"Vindeln (Vindelns omland)","totalt","totalt",1618
"Vindeln (Vindelns tätort)","totalt","totalt",2589
"Robertsfors (Robertsfors)","totalt","totalt",1991
"Robertsfors (Robertsfors centrala omland)","totalt","totalt",1281
"Robertsfors (Robertsfors norra omland)","totalt","totalt",1541
"Robertsfors (Robertsfors södra omland)","totalt","totalt",1946
"Norsjö (Norsjö omland)","totalt","totalt",1933
"Norsjö (Norsjö tätort)","totalt","totalt",2014
"Malå (Malå)","totalt","totalt",991
"Malå (Malå västra)","totalt","totalt",1028
"Malå (Malå östra)","totalt","totalt",1014
"Storuman (Luspen)","totalt","totalt",1269
"Storuman (Storuman västra)","totalt","totalt",1527
"Storuman (Storuman östra)","totalt","totalt",2084
"Storuman (Vallnäs)","totalt","totalt",867
"Sorsele (Sorsele centralort)","totalt","totalt",1153
"Sorsele (Sorsele omland )","totalt","totalt",1283
"Dorotea (Dorotea omland)","totalt","totalt",1086
"Dorotea (Dorotea tätort)","totalt","totalt",1327
"Vännäs (Vännäs)","totalt","totalt",4585
"Vännäs (Vännäs landsbygder)","totalt","totalt",2444
"Vännäs (Vännäsby)","totalt","totalt",1934
"Vilhelmina (Vilhelmina tätort Södra)","totalt","totalt",969
"Vilhelmina (Vilhelmina tätort-Baksjön)","totalt","totalt",1648
"Vilhelmina (Vilhelmina tätort-Bergbacka-Trissen)","totalt","totalt",709
"Vilhelmina (Vilhelmina västra)","totalt","totalt",1959
"Vilhelmina (Vilhelmina östra)","totalt","totalt",1108
"Åsele (Åsele omland)","totalt","totalt",998
"Åsele (Åsele tätort)","totalt","totalt",1784
"Umeå (Berghem norra-Fridhem)","totalt","totalt",1564
"Umeå (Berghem södra)","totalt","totalt",2334
"Umeå (Carlshem norra)","totalt","totalt",1893
"Umeå (Ersboda centrala-Ersboda sydöstra)","totalt","totalt",3355
"Umeå (Ersboda nordöstra)","totalt","totalt",2428
"Umeå (Ersboda västra)","totalt","totalt",2296
"Umeå (Ersmark)","totalt","totalt",1571
"Umeå (Grisbacka-Grubbe-Västerhiske)","totalt","totalt",6971
"Umeå (Haga)","totalt","totalt",3252
"Umeå (Holmsund västra)","totalt","totalt",1989
"Umeå (Holmsund östra)","totalt","totalt",4116
"Umeå (Holmsund-Obbola omland)","totalt","totalt",1719
"Umeå (Hörnefors omland)","totalt","totalt",2135
"Umeå (Hörnefors tätort)","totalt","totalt",2665
"Umeå (Marieberg)","totalt","totalt",1477
"Umeå (Mariehem västra)","totalt","totalt",2741
"Umeå (Mariehem östra-Olofsdal)","totalt","totalt",5163
"Umeå (Obbola)","totalt","totalt",2260
"Umeå (Röbäck)","totalt","totalt",2576
"Umeå (Sandbacka)","totalt","totalt",4531
"Umeå (Sofiehem-Gimonäs-Carlshem södra)","totalt","totalt",4125
"Umeå (Sävar omland)","totalt","totalt",2565
"Umeå (Sävar tätort)","totalt","totalt",3163
"Umeå (Teg centrala)","totalt","totalt",4595
"Umeå (Teg västra)","totalt","totalt",3675
"Umeå (Teg östra-Ön)","totalt","totalt",2312
"Umeå (Tomtebo norra)","totalt","totalt",1899
"Umeå (Tomtebo västra)","totalt","totalt",3583
"Umeå (Tomtebo östra-Innertavle)","totalt","totalt",2515
"Umeå (Täfteå tätort)","totalt","totalt",1402
"Umeå (Umedalen västra-Backen)","totalt","totalt",3679
"Umeå (Umedalen östra)","totalt","totalt",1694
"Umeå (Umeå centrum)","totalt","totalt",1935
"Umeå (Umeå norra landsbygd)","totalt","totalt",4151
"Umeå (Umeå södra landsbygd)","totalt","totalt",3007
"Umeå (Umeå västra landsbygd)","totalt","totalt",4784
"Umeå (Universitetet-sjukhusområdet-Nydalahöjden)","totalt","totalt",6120
"Umeå (Väst på stan)","totalt","totalt",5753
"Umeå (Västerslätt-Rödäng)","totalt","totalt",1902
"Umeå (Ålidhem norra)","totalt","totalt",4677
"Umeå (Ålidhem södra)","totalt","totalt",1781
"Umeå (Öst på stan)","totalt","totalt",5882
"Lycksele (Forsdala-Nydala)","totalt","totalt",1240
"Lycksele (Jonsta-Villaryd-Furuvik)","totalt","totalt",1962
"Lycksele (Lugnet-Lycksele centrum)","totalt","totalt",1839
"Lycksele (Lyckseleomland)","totalt","totalt",3613
"Lycksele (Norrmalm-Norräng-Solsidan)","totalt","totalt",1912
"Lycksele (Södermalm)","totalt","totalt",1677
"Skellefteå (Anderstorp)","totalt","totalt",4600
"Skellefteå (Bergsbyn)","totalt","totalt",2279
"Skellefteå (Boliden tätort)","totalt","totalt",1669
"Skellefteå (Bureå omland)","totalt","totalt",3044
"Skellefteå (Bureå tätort)","totalt","totalt",2618
"Skellefteå (Burträsk omland)","totalt","totalt",3601
"Skellefteå (Burträsk tätort)","totalt","totalt",1689
"Skellefteå (Byske omland)","totalt","totalt",1456
"Skellefteå (Byske tätort)","totalt","totalt",1777
"Skellefteå (Degerbyn-Prästbordet)","totalt","totalt",3546
"Skellefteå (Ersmark-Kåge tätort)","totalt","totalt",3255
"Skellefteå (Jörn-Boliden omland)","totalt","totalt",2692
"Skellefteå (Klutmark-Medle-Myckle-Stämningsgården)","totalt","totalt",2501
"Skellefteå (Kåge omland)","totalt","totalt",3344
"Skellefteå (Lund-Sunnanå)","totalt","totalt",3487
"Skellefteå (Lövånger)","totalt","totalt",2161
"Skellefteå (Moröhöjden-Morö backe centrum)","totalt","totalt",2762
"Skellefteå (Morön)","totalt","totalt",2845
"Skellefteå (Norra Morö backe)","totalt","totalt",3047
"Skellefteå (Sjungande dalen-Västra Norrböle)","totalt","totalt",5535
"Skellefteå (Skelleftehamn)","totalt","totalt",3226
"Skellefteå (Skellefteå centrala stan)","totalt","totalt",4693
"Skellefteå (Sörböle)","totalt","totalt",1302
"Skellefteå (Ursviken-Örviken)","totalt","totalt",4343
"Skellefteå (Östra Norrböle)","totalt","totalt",2930
"Arvidsjaur (Arvidsjaur centrala)","totalt","totalt",1584
"Arvidsjaur (Arvidsjaur omland)","totalt","totalt",1656
"Arvidsjaur (Arvidsjaur västra)","totalt","totalt",1359
"Arvidsjaur (Arvidsjaur östra)","totalt","totalt",1512
"Arjeplog (Arjeplog glesbygd)","totalt","totalt",1005
"Arjeplog (Arjeplog tätort)","totalt","totalt",1662
"Jokkmokk (Jokkmokk centralort västra)","totalt","totalt",1208
"Jokkmokk (Jokkmokk centralort östra)","totalt","totalt",1523
"Jokkmokk (Jokkmokk västra omland)","totalt","totalt",888
"Jokkmokk (Jokkmokk östra omland)","totalt","totalt",1141
"Överkalix (Överkalix omland)","totalt","totalt",1682
"Överkalix (Överkalix tätort)","totalt","totalt",1478
"Kalix (Innanbäcken-Grytnäs)","totalt","totalt",1064
"Kalix (Kalix kustbyar)","totalt","totalt",2435
"Kalix (Kalix västra)","totalt","totalt",3454
"Kalix (Kalix östra)","totalt","totalt",3908
"Kalix (Kalix övre bygd)","totalt","totalt",1349
"Kalix (Risön-Sangis)","totalt","totalt",2510
"Kalix (Töre)","totalt","totalt",1009
"Övertorneå (Övertorneå centralort)","totalt","totalt",1690
"Övertorneå (Övertorneå-Centrala)","totalt","totalt",847
"Övertorneå (Övertorneå-Norra)","totalt","totalt",773
"Övertorneå (Övertorneå-Södra)","totalt","totalt",809
"Pajala (Pajala centralort)","totalt","totalt",1979
"Pajala (Pajala omland)","totalt","totalt",3904
"Gällivare (Andra sidan)","totalt","totalt",1891
"Gällivare (Gällivare centrum)","totalt","totalt",2097
"Gällivare (Gällivare norra)","totalt","totalt",1899
"Gällivare (Gällivare södra)","totalt","totalt",950
"Gällivare (Gällivare väst)","totalt","totalt",1463
"Gällivare (Gällivare öst)","totalt","totalt",1886
"Gällivare (Gällivare östra omland )","totalt","totalt",953
"Gällivare (Koskullskulle)","totalt","totalt",1231
"Gällivare (Malmberget-Mosebacke)","totalt","totalt",2491
"Gällivare (Vassara Älv)","totalt","totalt",2559
"Älvsbyn (Älvsbyn norra)","totalt","totalt",2173
"Älvsbyn (Älvsbyn omland)","totalt","totalt",2850
"Älvsbyn (Älvsbyn västra)","totalt","totalt",1191
"Älvsbyn (Älvsbyn östra)","totalt","totalt",1697
"Luleå (Antnäs)","totalt","totalt",1733
"Luleå (Antnäs omland)","totalt","totalt",2748
"Luleå (Bergnäset-Bergstaden)","totalt","totalt",1619
"Luleå (Bergnäset-Trollstaden)","totalt","totalt",2167
"Luleå (Bergviken)","totalt","totalt",1827
"Luleå (Björkskatan-Hällbacken)","totalt","totalt",5171
"Luleå (Gammelstad)","totalt","totalt",3790
"Luleå (Gammelstad-Ektjärn)","totalt","totalt",1174
"Luleå (Hertsön)","totalt","totalt",5364
"Luleå (Kallax-Gäddvik-Hertsölandet)","totalt","totalt",1274
"Luleå (Kallkällan)","totalt","totalt",1983
"Luleå (Kronan)","totalt","totalt",2910
"Luleå (Lerbäcken-Bredviken)","totalt","totalt",2129
"Luleå (Luleå centrum )","totalt","totalt",9969
"Luleå (Lulsundet)","totalt","totalt",1257
"Luleå (Lövskatan-Svartöstaden)","totalt","totalt",1561
"Luleå (Mjölkudden-Munkeberg)","totalt","totalt",1687
"Luleå (Mjölkudden-Notviken-Karlsvik)","totalt","totalt",2618
"Luleå (Måttsund)","totalt","totalt",971
"Luleå (Persön-Persön omland)","totalt","totalt",5455
"Luleå (Porsön-Berget-Stranden)","totalt","totalt",1759
"Luleå (Porsön-Porsögården)","totalt","totalt",1975
"Luleå (Porsön-Udden)","totalt","totalt",2014
"Luleå (Råneå)","totalt","totalt",2043
"Luleå (Råneå omland)","totalt","totalt",1997
"Luleå (Skurholmen-Malmudden)","totalt","totalt",3772
"Luleå (Sunderbyn)","totalt","totalt",3135
"Luleå (Tuna )","totalt","totalt",2222
"Luleå (Örnäset)","totalt","totalt",2920
"Piteå (Annelund-Backen)","totalt","totalt",1870
"Piteå (Bergsviken)","totalt","totalt",2383
"Piteå (Djupviken-Fårön södra-Berget)","totalt","totalt",3981
"Piteå (Hortlax-Hemlunda-Hemmingsmark)","totalt","totalt",2690
"Piteå (Klubbgärdet-Munksund-Skuthamn)","totalt","totalt",4483
"Piteå (Markbygden-Sikfors-Sjulsmark)","totalt","totalt",2775
"Piteå (Norrfjärden)","totalt","totalt",1943
"Piteå (Pite älvdal-Infjärden-Blåsmark)","totalt","totalt",4045
"Piteå (Piteå centrum)","totalt","totalt",6079
"Piteå (Piteå kustnära områden)","totalt","totalt",2469
"Piteå (Rosvik)","totalt","totalt",1870
"Piteå (Svartudden-Strömnäs-Pitholm norra)","totalt","totalt",3068
"Piteå (Öjebyn)","totalt","totalt",4706
"Boden (Björkelund-Svartbjörnsbyn)","totalt","totalt",1211
"Boden (Boden Central)","totalt","totalt",4050
"Boden (Boden sydvästra landsbygd-Bredåker)","totalt","totalt",2021
"Boden (Bodsvedjan-Lejonbacken-Bodforsen)","totalt","totalt",984
"Boden (Bodträskfors-Harads-Sandträsk)","totalt","totalt",1279
"Boden (Buddbyn-Syden-Skogså-Gunnarsbyn)","totalt","totalt",1715
"Boden (Lundagård-Sveafältet)","totalt","totalt",1844
"Boden (Norra Svartbyn-Fagernäs-Erikslund)","totalt","totalt",2429
"Boden (Prästholmen)","totalt","totalt",1489
"Boden (Sanden-Torpgärdan)","totalt","totalt",2947
"Boden (Sävast-Sävastön-Gamla Sävast)","totalt","totalt",3586
"Boden (Södra Svartbyn-Gruvberget)","totalt","totalt",1891
"Boden (Trångfors-Heden-Vittjärv-Hamptjärnmoran)","totalt","totalt",2602
"Haparanda (Haparanda norra landsbygden )","totalt","totalt",908
"Haparanda (Haparanda stad centrala)","totalt","totalt",3869
"Haparanda (Haparanda stad norra)","totalt","totalt",1780
"Haparanda (Haparanda stad södra)","totalt","totalt",765
"Haparanda (Haparanda södra landsbygden )","totalt","totalt",2018
"Kiruna (Bolaget )","totalt","totalt",1631
"Kiruna (Högalid)","totalt","totalt",1175
"Kiruna (Jukkasjärvi)","totalt","totalt",1578
"Kiruna (Kiruna nordost)","totalt","totalt",1135
"Kiruna (Kiruna sydost)","totalt","totalt",1441
"Kiruna (Kiruna väst)","totalt","totalt",987
"Kiruna (Lombolo mellersta)","totalt","totalt",1631
"Kiruna (Lombolo västra)","totalt","totalt",1610
"Kiruna (Lombolo östra)","totalt","totalt",2229
"Kiruna (Luossavaara)","totalt","totalt",1443
